DATAFLOW,LAST UPDATE,freq,s_adj,nace_r2,sizeclas,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2023-Q1,1.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,EL,2023-Q2,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2010-Q1,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2010-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2010-Q3,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2010-Q4,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2011-Q1,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2011-Q2,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2011-Q3,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2011-Q4,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2012-Q1,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2012-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2012-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2012-Q4,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2013-Q1,0.6,b
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2013-Q2,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2013-Q3,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2013-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2014-Q1,0.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2014-Q2,0.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2014-Q3,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2014-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2015-Q1,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2015-Q2,0.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2015-Q3,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2015-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2016-Q1,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2016-Q2,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2016-Q3,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2016-Q4,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2017-Q1,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2017-Q2,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2017-Q3,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2017-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2018-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2018-Q2,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2018-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2018-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2019-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2019-Q2,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2019-Q3,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2019-Q4,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2020-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2020-Q2,0.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2020-Q3,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2020-Q4,0.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2021-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2021-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2021-Q3,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2021-Q4,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2022-Q1,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2022-Q2,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2022-Q3,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2022-Q4,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2023-Q1,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,ES,2023-Q2,0.9,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2013-Q1,1.3,b
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2013-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2013-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2013-Q4,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2014-Q1,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2014-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2014-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2014-Q4,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2015-Q1,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2015-Q2,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2015-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2015-Q4,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2016-Q1,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2016-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2016-Q3,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2016-Q4,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2017-Q1,1.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2017-Q2,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2017-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2017-Q4,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2018-Q1,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2018-Q2,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2018-Q3,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2018-Q4,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2019-Q1,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2019-Q2,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2019-Q3,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2019-Q4,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2020-Q1,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2020-Q2,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2020-Q3,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2020-Q4,2.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2021-Q1,2.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2021-Q2,2.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2021-Q3,2.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2021-Q4,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2022-Q1,3.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2022-Q2,3.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2022-Q3,2.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2022-Q4,2.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2023-Q1,2.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,FI,2023-Q2,2.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2013-Q1,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2013-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2013-Q3,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2013-Q4,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2014-Q1,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2014-Q2,0.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2014-Q3,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2014-Q4,0.9,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2015-Q1,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2015-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2015-Q3,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2015-Q4,1.0,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2016-Q1,1.5,b
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2016-Q2,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2016-Q3,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2016-Q4,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2017-Q1,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2017-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2017-Q3,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2017-Q4,1.8,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2018-Q1,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2018-Q2,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2018-Q3,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2018-Q4,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2019-Q1,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2019-Q2,1.4,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2019-Q3,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2019-Q4,1.5,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2020-Q1,1.1,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2020-Q2,0.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2020-Q3,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2020-Q4,1.3,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2021-Q1,1.2,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2021-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2021-Q3,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2021-Q4,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2022-Q1,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2022-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2022-Q3,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2022-Q4,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2023-Q1,1.7,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HR,2023-Q2,1.6,
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2008-Q1,1.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2008-Q2,1.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2008-Q3,1.3,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2008-Q4,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2009-Q1,0.9,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2009-Q2,0.8,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2009-Q3,0.8,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2009-Q4,1.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2010-Q1,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2010-Q2,1.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2010-Q3,1.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2010-Q4,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2011-Q1,1.2,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2011-Q2,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2011-Q3,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2011-Q4,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2012-Q1,1.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2012-Q2,1.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2012-Q3,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2012-Q4,1.1,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2013-Q1,1.3,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2013-Q2,1.2,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2013-Q3,1.2,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2013-Q4,1.2,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2014-Q1,1.3,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2014-Q2,1.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2014-Q3,1.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2014-Q4,1.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2015-Q1,1.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2015-Q2,1.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2015-Q3,1.6,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2015-Q4,1.7,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2016-Q1,1.8,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2016-Q2,1.9,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2016-Q3,1.9,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2016-Q4,2.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2017-Q1,2.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2017-Q2,2.2,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2017-Q3,2.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2017-Q4,2.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2018-Q1,2.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2018-Q2,2.6,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2018-Q3,2.8,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2018-Q4,2.8,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2019-Q1,2.6,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2019-Q2,2.5,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2019-Q3,2.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2019-Q4,2.4,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2020-Q1,1.9,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2020-Q2,2.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2020-Q3,2.0,p
ESTAT:JVS_Q_NACE2(1.0),17/11/23 11:00:00,Q,SA,B-S,TOTAL,JOBRATE,HU,2020-Q4,2.1,p
